run_1,run_2,run_3,run_4,run_5,run_6
0.5276097023536351,0.7867397365491252,1.2470196308183277,0.8973397986947997,1.2407155086186306,2.792695285860172
0.15220138350547838,0.4629940058081603,0.7704862784748235,0.5525184079142641,0.8042228832717769,1.9421950430909465
0.11495022297151818,0.32403965158896014,0.49404969097168977,0.36753335545870885,0.5333715063973892,1.3333784928006573
0.1032499668519359,0.2613554672022496,0.34754976186870545,0.27486517434277813,0.3738844096660614,0.9147466706835534
0.0929687151238938,0.22133142655053414,0.2642059866800781,0.22310127293275409,0.2812295693996524,0.6421858680642341
0.08317288633220452,0.18914530481681352,0.21552809247793245,0.1863247523130464,0.22732731330493264,0.4719349377411456
0.07423099967812703,0.1581875436808452,0.18371509446585474,0.15530680421709028,0.19321522744726544,0.3644518701990774
0.06618581382819444,0.12559662999446727,0.15867403525212578,0.12779117369454754,0.16874762261209408,0.2994612952894416
0.059155077542647844,0.09576872280560249,0.135972702059864,0.10379950228062543,0.14870067451857338,0.26109002050289437
0.05306637068548478,0.07252516520540576,0.11484468075608419,0.08344196497408812,0.1318051041650378,0.23678151179443707
0.04776929243475445,0.055655725608187274,0.09544744182470416,0.06623191515768855,0.11678948216448146,0.220635640227105
0.043774380895101335,0.04432449277398015,0.0783728099127939,0.05220133968251796,0.10329158203907249,0.20808213690588298
0.04061861288510571,0.03630321756128437,0.06362218523690523,0.040963906948724066,0.0910513073452248,0.19765685818904688
0.03745988254581601,0.030636017834228917,0.05175937616751214,0.03196040951947043,0.07971936193379489,0.18809266794811597
0.033790863896450724,0.02626647041294693,0.042237299332810826,0.0247880533214443,0.06958204886514294,0.1787959898798919
0.02911014417725161,0.022772994208003373,0.03439587005221647,0.019319043725667413,0.06013337273366195,0.16952741774153118
0.026040300126533862,0.01988409637388858,0.028039498624107068,0.015160535862438443,0.05167670280110737,0.16051216583606626
0.023917250442972854,0.017405461489169067,0.02282769836423811,0.011997847783202228,0.04410074986825305,0.1511657250321601
0.021999165207948073,0.015269843161044535,0.018618594631860573,0.009618928394288071,0.03737761178785119,0.14173052016614882
0.020201616019995743,0.01337265910211304,0.015291700886239198,0.007766865159207878,0.031514252682239556,0.13200594527908593
0.01867307082188031,0.01176172872035464,0.012661918520557978,0.006343993504554772,0.026487601459149485,0.12209685331533764
0.017153289488493657,0.01033220398201307,0.010596362773852407,0.0052325322893101815,0.02220238057881101,0.11224078460912074
0.01577288469238099,0.009079711886954086,0.00894872187290433,0.004344437598474016,0.01851003523146318,0.10236623439907043
0.014567089232439098,0.008052040774698468,0.007605275701084905,0.003635210418026925,0.015427058747361513,0.09270342562563164
0.013393616669403374,0.007159268377687444,0.006499360565650316,0.0030702784472753193,0.012810850100330085,0.08321922734256618
0.012407447646318142,0.006407855950249744,0.005596280786832256,0.0026103962262830705,0.010645826966771164,0.07421956910205281
0.01142486462115564,0.005773998550639665,0.004848908913929847,0.002233050241181242,0.008816593211174997,0.0656100003864647
0.010588695593409178,0.00526491366519231,0.0042358332887014825,0.0019252745373066792,0.0072992633458627155,0.05744198183259688
0.00983819081871347,0.0047958955872988655,0.0037236746847013795,0.0016611649035206757,0.006054734857368075,0.04987395166858169
0.009188036080295881,0.0044089407864034424,0.0033023432012616602,0.0014459751382824187,0.005023058424973167,0.04288062750369557
0.008607105076821013,0.004062425340371868,0.002946717718477584,0.0012590770805947298,0.004172838706723299,0.0366188118865421
0.008039236967336418,0.003765844963183088,0.0026366895311011754,0.0011056804363731264,0.003471842382010842,0.031054751270196655
0.007530558842796186,0.0034967967913262852,0.0023711794739096495,0.000976738772039448,0.002905095737881589,0.026165141454659216
0.007135854404773717,0.003268853820906567,0.0021448940960382503,0.0008667359298887886,0.002436836311701408,0.021891459222298022
0.0067133046917555745,0.00304517967815026,0.001943283250616971,0.0007774219992532095,0.0020537963387179227,0.01826635024641171
0.006332166791193126,0.002849634167207174,0.001771065246791017,0.0006993850880718121,0.0017427625509810227,0.015164877449677995
0.006028494249244244,0.002669200821190857,0.001615945075653986,0.0006346769863258554,0.0014845604107769069,0.012553300908651234
0.005707620235144599,0.002504423252991901,0.001480771555788507,0.0005778715325700319,0.0012687056374443648,0.010360274841039142
0.005443337232967423,0.0023417135422533638,0.0013627249339580043,0.0005298416658924231,0.0010901105793169892,0.008494833534321755
0.005202015636735095,0.0022015060848471794,0.001251257408587339,0.00048815884097279166,0.0009446817191417736,0.006973538728630986
0.004986548534602173,0.002051611623846087,0.00115462109660114,0.00045247241462126743,0.0008197690188030382,0.005716343094741018
0.004744375874057473,0.0019195993529047724,0.0010689919648984494,0.0004193598331406343,0.0007135644362669839,0.004681943573273164
0.0045344067019726,0.0018003652967158552,0.0009851978951295423,0.00039074990983998544,0.0006271449823513596,0.0038368927838265403
0.004362931780032198,0.0016865639861726996,0.0009127133121821752,0.00036482283740192807,0.0005526163936150068,0.003147889640613282
0.0041808483194682965,0.0015824715157562851,0.0008469443765376532,0.0003429510140472115,0.0004914886855004617,0.0025841597600432097
0.0040020336366204685,0.0014875168274233717,0.0007846542246339551,0.00032148553849359557,0.0004372324564586555,0.002127291383568105
0.003838362159738548,0.0014077078917617948,0.0007288487789736799,0.00030238756069082243,0.00039077434382855524,0.0017527692127695753
0.0036860244658444663,0.0013330533000359636,0.000677273495696208,0.00028393607433165676,0.000352401624064246,0.001451130378183193
0.0035394528170678116,0.0012614971186969551,0.0006320873080090858,0.0002680601858079803,0.0003194466516113848,0.001199927969935758
0.0034027742347025798,0.0012002582555975425,0.0005874249238466983,0.0002523868152061631,0.0002885903397763594,0.0009960090931050848
0.0032571461013218097,0.0011276747824043067,0.0005491986581651602,0.00023730612907862705,0.000263751876994598,0.0008267349900758618
0.0031222017281804203,0.001076992525149537,0.0005145034084600696,0.00022367862198013072,0.0002418790764968134,0.000690381124438641
0.002991177898847059,0.0010183175543731094,0.00048227258981975213,0.00021100445185818763,0.0002230119164831059,0.0005788974067550307
0.0028713042530315843,0.0009668929531712331,0.0004512741418520743,0.00019999892069151901,0.000205179286999474,0.00048559677160791437
0.0027401807635237486,0.0009157994150161004,0.0004247618779734408,0.00018770513276296306,0.0001898974750031263,0.0004103689633448385
0.0026174980135873147,0.0008701783297525734,0.00040124590298899813,0.00017812488225869803,0.00017690584192212193,0.00034716699552849275
0.002506105641041659,0.0008224106799283889,0.0003781383647872058,0.00016811282146906803,0.00016370922533173716,0.0002948781990153669
0.0023947452038164782,0.0007794935709396608,0.0003586034369866618,0.00015899165117851466,0.00015233375363230843,0.00025127273873610747
0.0022887911634088673,0.0007422756279091359,0.0003422204441629535,0.0001506318827328072,0.00014262929134703942,0.0002161671998256371
0.002201593030736712,0.000704776499784082,0.00032451194299727465,0.0001423585464098406,0.00013331810118532393,0.0001873037849277766
0.0021003242962116236,0.0006720887476382084,0.0003102662653685355,0.0001351509853829014,0.00012498904383512338,0.00016278731766587878
0.002023345688338707,0.0006389817649167616,0.0002970897156287231,0.0001281543979026793,0.00011768113250010994,0.000143453673219543
0.0019118411602136824,0.0006105374498677648,0.0002851929617343347,0.00012139542594028653,0.00011040131814733594,0.00012610487856138267
0.0018308328051882033,0.0005849456192813968,0.0002719366776012269,0.00011511660350076778,0.00010415783755948829,0.00011229311000105486
0.0017578843726068427,0.0005548675626339314,0.00026183741969106457,0.00010957125814156299,9.811716214349601e-05,0.00010038949511916384
0.0016654448507715416,0.0005313052068472155,0.00025177505256969885,0.00010345404019265643,9.23709727235404e-05,8.98789783169069e-05
0.001589491483774652,0.000508411205614232,0.00024360387339757,9.859237393695277e-05,8.801333565353455e-05,8.17563434320017e-05
0.001516335673172273,0.0004854874951430127,0.0002346330969103743,9.336625673824514e-05,8.287752785119575e-05,7.43406024953439e-05
